x	y
407808.686	5741570.668
407809.8228	5741632.608
407848.144	5741631.905
407848.7122	5741662.874
407887.0339	5741662.171
407888.7298	5741754.656
407926.9185	5741753.956
407927.4861	5741784.925
408004.1263	5741783.521
408005.2607	5741845.461
408043.581	5741844.759
408044.1402	5741875.304
408082.2624	5741874.606
408086.7886	5742121.939
408048.6683	5742122.637
408049.2353	5742153.607
408010.9174	5742154.309
408011.4846	5742185.278
407973.1676	5742185.98
407973.7273	5742216.526
407820.5912	5742219.334
407821.728	5742281.272
407783.4118	5742281.976
407789.6516	5742621.793
407827.9652	5742621.09
407829.1022	5742683.029
407867.4154	5742682.326
407869.1122	5742774.811
407907.4254	5742774.108
407913.6578	5743113.927
407875.3472	5743114.629
407886.1209	5743701.78
407924.4271	5743701.078
407924.9951	5743732.047
408001.4739	5743730.645
408002.0337	5743761.191
408040.3387	5743760.489
408041.4734	5743822.427
408079.7786	5743821.726
408080.3457	5743852.696
408118.4529	5743851.999
408120.7127	5743975.453
408082.6064	5743976.15
408083.1736	5744007.121
408044.8698	5744007.822
408045.4371	5744038.792
407968.8314	5744040.196
407971.0951	5744163.651
408009.397	5744162.949
408013.3625	5744379.312
407975.0622	5744380.014
407975.6301	5744410.984
407937.4617	5744411.684
407938.5901	5744473.2
407900.2899	5744473.902
407903.1238	5744628.327
407941.4229	5744627.624
407941.991	5744658.593
407980.1576	5744657.893
407980.7254	5744688.863
407942.5591	5744689.563
407943.1272	5744720.533
407866.5312	5744721.939
407865.9626	5744690.969
407827.6648	5744691.672
407827.0959	5744660.702
407788.9287	5744661.404
407788.1626	5744630.438
407750.0613	5744631.138
407749.492	5744600.167
407711.1934	5744600.872
407710.6317	5744570.327
407442.7363	5744575.261
407443.2996	5744605.805
407290.2362	5744608.631
407289.672	5744578.086
407251.3725	5744578.794
407250.8001	5744547.823
407059.4358	5744551.364
407060.0094	5744582.334
406983.5427	5744583.751
406984.1089	5744614.295
406792.747	5744617.846
406792.1797	5744587.301
406715.516	5744588.726
406714.9404	5744557.755
406676.6414	5744558.467
406676.0655	5744527.498
406408.2326	5744532.486
406408.8102	5744563.455
406332.3431	5744564.882
406332.9211	5744595.852
406294.6224	5744596.567
406296.3493	5744689.051
406334.6473	5744688.337
406335.8034	5744750.276
406182.744	5744753.136
406182.165	5744722.165
406105.5694	5744723.598
406104.99	5744692.628
406066.8228	5744693.343
406066.2431	5744662.373
406027.9449	5744663.09
406027.3649	5744632.12
405989.0664	5744632.837
405988.4942	5744602.293
405950.1955	5744603.01
405949.6151	5744572.04
405873.1481	5744573.473
405872.5672	5744542.504
405795.9027	5744543.943
405795.3214	5744512.973
405718.8534	5744514.409
405718.2716	5744483.439
405679.9719	5744484.158
405679.3979	5744453.614
405602.9297	5744455.052
405602.3471	5744424.081
405564.0463	5744424.802
405563.4636	5744393.833
405525.1632	5744394.553
405524.5803	5744363.584
405447.9791	5744365.027
405447.3956	5744334.056
405409.2257	5744334.775
405408.642	5744303.806
405370.341	5744304.528
405369.765	5744273.983
405255.0575	5744276.147
405254.4729	5744245.177
404795.0505	5744253.871
404795.6379	5744284.84
404298.2453	5744294.3
404297.6548	5744263.331
404259.3533	5744264.061
404259.9441	5744295.03
404221.6429	5744295.761
404222.8168	5744357.276
404184.6469	5744358.004
404185.2382	5744388.975
404108.6371	5744390.438
404109.2288	5744421.407
404070.9286	5744422.139
404071.5205	5744453.108
403841.7851	5744457.505
403842.5094	5744488.473
403804.2096	5744489.206
403804.795	5744519.751
403690.0273	5744521.952
403690.4907	5744552.925
403652.3223	5744553.657
403652.9169	5744584.627
403614.6178	5744585.362
403616.3941	5744677.846
403654.6924	5744677.111
403655.287	5744708.081
403693.4543	5744707.348
403694.1795	5744738.315
403732.3465	5744737.583
403732.9406	5744768.552
403771.2383	5744767.817
403771.8321	5744798.788
403810.1296	5744798.054
403810.7232	5744829.023
403848.8895	5744828.291
403850.7925	5744920.773
403812.496	5744921.507
403813.6833	5744983.446
403775.3873	5744984.181
403776.5669	5745045.695
403738.2714	5745046.43
403740.0538	5745139.339
403778.3486	5745138.604
403778.9425	5745169.574
403817.2371	5745168.839
403817.8226	5745199.385
403855.9861	5745198.653
403856.5796	5745229.623
403894.8737	5745228.889
403895.4669	5745259.859
403933.7608	5745259.126
403934.3538	5745290.095
403972.7135	5745289.361
403973.3063	5745320.33
404011.5997	5745319.598
404012.1841	5745350.143
404050.2803	5745349.414
404050.8726	5745380.384
404089.2316	5745379.65
404090.4157	5745441.59
404128.7082	5745440.858
404130.4755	5745533.342
404168.7673	5745532.611
404169.3588	5745563.58
404207.6504	5745562.849
404210.0076	5745686.303
404248.1674	5745685.575
404248.7585	5745716.544
404287.0489	5745715.813
404287.6397	5745746.784
404325.9299	5745746.053
404327.7018	5745838.962
404365.9913	5745838.232
404366.5736	5745868.777
404404.7319	5745868.049
404405.3221	5745899.02
404443.6111	5745898.29
404444.201	5745929.26
404482.4897	5745928.531
404483.0794	5745959.5
404521.368	5745958.771
404524.3073	5746113.195
404562.4637	5746112.469
404564.8127	5746235.924
404603.0991	5746235.195
404605.4471	5746358.65
404567.1617	5746359.378
404567.7509	5746390.348
404529.5965	5746391.074
404530.186	5746422.043
404491.9011	5746422.772
404493.0806	5746484.712
404454.7961	5746485.441
404455.3861	5746516.41
404417.1018	5746517.14
404418.8644	5746609.625
404380.7117	5746610.352
404381.3021	5746641.322
404190.0165	5746644.973
404190.6081	5746675.942
404114.042	5746677.405
404115.2181	5746738.92
404076.8694	5746739.653
404078.0542	5746801.593
404116.4024	5746800.86
404116.9945	5746831.829
404155.2764	5746831.097
404155.8683	5746862.067
404232.4316	5746860.604
404233.0149	5746891.15
404271.1655	5746890.421
404271.7567	5746921.391
404310.0379	5746920.66
404311.2198	5746982.6
404349.5005	5746981.87
404350.6739	5747043.385
404388.9541	5747042.655
404389.5446	5747073.624
404427.6938	5747072.897
404430.0549	5747196.776
404468.3339	5747196.047
404468.9159	5747226.591
404430.637	5747227.321
404431.2273	5747258.291
404316.5224	5747260.479
404317.1134	5747291.448
404278.835	5747292.179
404280.0175	5747354.119
404241.8704	5747354.847
404247.1774	5747632.725
404208.9017	5747633.456
404210.0851	5747695.396
404171.8099	5747696.128
404172.3937	5747726.673
404134.1187	5747727.405
404135.8953	5747820.314
404097.5549	5747821.048
404098.7398	5747882.986
404060.6628	5747883.715
404062.4328	5747976.201
404024.1596	5747976.933
404025.9303	5748069.418
403987.5918	5748070.152
403989.3713	5748163.061
403951.0996	5748163.794
403951.693	5748194.764
403684.0542	5748199.899
403684.6411	5748230.445
403608.1061	5748232.34
403608.825	5748262.883
403532.283	5748264.355
403532.879	5748295.325
403494.6082	5748296.062
403495.2045	5748327.032
403456.9333	5748327.769
403457.5298	5748358.738
403381.1207	5748360.211
403381.7177	5748391.18
403305.3084	5748392.653
403305.8977	5748423.199
403229.3581	5748424.676
403228.7683	5748394.131
403037.4829	5748397.827
403038.6729	5748459.342
403076.9425	5748458.602
403077.5414	5748489.573
403192.2839	5748487.355
403192.8821	5748518.325
403231.1519	5748517.586
403231.7498	5748548.555
403270.0186	5748547.816
403270.6081	5748578.362
403308.8768	5748577.623
403309.4742	5748608.593
403385.8802	5748607.119
403386.4772	5748638.09
403501.1509	5748635.881
403501.7472	5748666.85
403616.4195	5748664.643
403617.0151	5748695.613
403731.8188	5748693.406
403732.4137	5748724.377
403808.8179	5748722.91
403809.4041	5748753.455
403847.6714	5748752.72
403848.2655	5748783.691
403886.5325	5748782.957
403887.1265	5748813.926
403925.2625	5748813.195
403925.8562	5748844.164
403964.1227	5748843.431
403965.3015	5748904.946
404003.5675	5748904.213
404006.5337	5749059.062
403968.2689	5749059.795
403970.0412	5749152.28
404008.3054	5749151.547
404010.6703	5749275.002
404048.9996	5749274.268
404049.5926	5749305.237
404087.8556	5749304.505
404088.4484	5749335.475
404279.5007	5749331.822
404279.0398	5749300.849
404317.1721	5749300.121
404316.5807	5749269.151
404393.1072	5749267.691
404391.3427	5749175.206
404429.6066	5749174.476
404428.4253	5749112.536
404466.559	5749111.809
404465.9686	5749080.839
404542.4979	5749079.381
404541.9161	5749048.835
404580.181	5749048.107
404579.5913	5749017.137
404847.1865	5749012.049
404847.7746	5749043.018
404962.4379	5749040.843
404963.0172	5749071.388
405001.348	5749070.662
405001.9351	5749101.631
405040.0027	5749100.91
405040.5896	5749131.879
405078.9199	5749131.153
405079.5065	5749162.123
405194.2985	5749159.95
405194.8844	5749190.92
405538.8008	5749184.425
405539.3766	5749214.971
405615.9037	5749213.529
405616.487	5749244.498
406189.9801	5749233.729
406189.4003	5749202.76
406839.5554	5749190.63
406838.7907	5749160.088
406877.1206	5749159.376
406876.5451	5749128.406
407105.9997	5749124.147
407106.5738	5749155.117
407144.7062	5749154.41
407145.2722	5749184.956
407183.5358	5749184.247
407184.1095	5749215.217
407222.3729	5749214.508
407223.5197	5749276.448
407261.7833	5749275.74
407262.3565	5749306.71
407300.4877	5749306.004
407301.0607	5749336.974
407339.3231	5749336.266
407339.888	5749366.812
407378.1509	5749366.104
407379.8684	5749459.014
407418.1299	5749458.307
407418.7021	5749489.277
407456.832	5749488.572
407457.3961	5749519.118
407533.919	5749517.706
407534.4905	5749548.675
407649.1422	5749546.561
407649.7131	5749577.53
407726.1028	5749576.123
407727.2436	5749638.063
407765.5037	5749637.359
407766.6361	5749698.874
407843.2215	5749697.465
407843.7912	5749728.435
407882.0506	5749727.731
407882.62	5749758.702
407920.7485	5749758.001
407921.3177	5749788.971
408036.0953	5749786.862
408036.6637	5749817.832
408113.0498	5749816.43
408112.4818	5749785.461
408189.0004	5749784.058
408188.4329	5749753.088
408264.7545	5749751.69
408265.3216	5749782.66
408341.8395	5749781.259
408341.2729	5749750.29
408455.9199	5749748.194
408456.4857	5749779.163
408609.391	5749776.372
408609.9559	5749807.342
408801.185	5749803.857
408800.6213	5749772.887
408991.6549	5749769.413
408992.2174	5749800.383
409030.4762	5749799.688
409032.1556	5749892.175
409070.4136	5749891.48
409070.9757	5749922.45
409109.2336	5749921.756
409109.7954	5749952.725
409147.9223	5749952.034
409148.484	5749983.005
409186.7413	5749982.311
409187.295	5750012.856
409225.5522	5750012.162
409226.1134	5750043.133
409264.3703	5750042.44
409264.9312	5750073.41
409341.3138	5750072.027
409341.8743	5750102.997
409380.1307	5750102.305
409380.691	5750133.275
409418.9479	5750132.584
409419.5002	5750163.128
409457.7562	5750162.437
409458.3159	5750193.408
409496.4403	5750192.719
409496.9998	5750223.688
409535.256	5750222.997
409535.8153	5750253.967
409573.9391	5750253.279
409574.4982	5750284.25
409612.7532	5750283.559
409613.3121	5750314.529
409651.5669	5750313.839
409652.3153	5750344.381
409690.4384	5750343.694
409691.5552	5750405.633
409729.8093	5750404.944
409730.3674	5750435.915
409768.6213	5750435.225
409769.1791	5750466.195
409807.4335	5750465.506
409807.9835	5750496.052
409884.3589	5750494.678
409884.9161	5750525.647
409923.1699	5750524.959
409923.7269	5750555.929
410152.9824	5750551.811
410152.5582	5750520.839
410228.9339	5750519.47
410228.3788	5750488.5
410266.6322	5750487.815
410266.085	5750457.269
410342.4616	5750455.901
410341.9073	5750424.931
410418.2837	5750423.565
410417.7298	5750392.594
410494.2387	5750391.226
410493.6853	5750360.256
410570.0627	5750358.892
410569.5098	5750327.922
410607.7651	5750327.239
410607.22	5750296.693
410645.5402	5750296.01
410644.9877	5750265.04
410683.2428	5750264.358
410682.6906	5750233.387
410720.9466	5750232.705
410721.4986	5750263.676
410759.6223	5750262.996
410760.7182	5750324.512
410798.9728	5750323.831
410806.679	5750756.564
410844.931	5750755.883
410845.4823	5750786.853
410883.7334	5750786.172
410884.2769	5750816.718
410922.3963	5750816.04
410922.9472	5750847.01
410999.4491	5750845.65
410999.9995	5750876.62
411038.2499	5750875.94
411038.8	5750906.911
411115.1036	5750905.556
411115.6532	5750936.526
411192.1537	5750935.169
411192.7029	5750966.139
411269.0709	5750964.785
411269.6121	5750995.331
411346.1117	5750993.976
411346.66	5751024.946
411384.9745	5751024.268
411385.5226	5751055.239
411423.5748	5751054.566
411424.1226	5751085.536
411462.372	5751084.859
411464.0071	5751177.345
411502.3206	5751176.668
411503.9625	5751269.579
411542.2098	5751268.903
411542.7569	5751299.874
411580.8733	5751299.201
411582.5064	5751391.687
411620.7528	5751391.011
411621.846	5751452.952
411660.092	5751452.277
411661.1772	5751513.793
411699.4234	5751513.119
411700.5157	5751575.059
411738.6293	5751574.387
411740.2596	5751666.874
411778.5039	5751666.2
411780.141	5751759.11
411818.3852	5751758.437
411818.9307	5751789.407
411857.0427	5751788.736
411857.5804	5751819.282
411895.8235	5751818.609
411896.3685	5751849.579
411934.6114	5751848.906
411935.1562	5751879.876
411973.3995	5751879.203
411975.0331	5751972.114
412013.275	5751971.442
412013.8118	5752001.988
412051.9222	5752001.318
412052.4662	5752032.288
412090.7084	5752031.617
412091.2522	5752062.588
412244.0865	5752059.906
412245.1723	5752121.846
412283.4131	5752121.176
412283.9483	5752151.722
412475.0864	5752148.377
412475.6278	5752179.347
412895.8794	5752172.017
412895.3406	5752141.047
412933.5811	5752140.382
412933.0499	5752109.836
412971.2907	5752109.171
412969.6755	5752016.26
413007.7864	5752015.597
413006.7175	5751954.081
413044.9595	5751953.417
413044.4216	5751922.447
413082.6638	5751921.783
413082.1261	5751890.813
413120.2372	5751890.151
413119.6998	5751859.18
413157.9432	5751858.517
413157.406	5751827.547
413195.649	5751826.883
413194.5824	5751765.367
413232.8259	5751764.704
413232.2892	5751733.734
413270.4021	5751733.074
413269.8656	5751702.103
413308.1095	5751701.441
413307.0371	5751639.501
413345.2815	5751638.839
413344.7528	5751608.293
413383.0635	5751607.63
413382.5277	5751576.66
413420.7726	5751575.998
413420.237	5751545.027
413458.2854	5751544.369
413457.7501	5751513.399
413496.0615	5751512.737
413495.5264	5751481.767
413533.772	5751481.107
413532.7097	5751419.591
413570.9558	5751418.93
413569.8867	5751356.989
413608.0018	5751356.332
413607.4675	5751325.362
413645.7149	5751324.702
413645.1808	5751293.731
413683.4278	5751293.071
413682.3674	5751231.555
413720.6149	5751230.896
413719.5477	5751168.956
413757.6649	5751168.3
413757.1316	5751137.329
413795.3797	5751136.67
413794.8466	5751105.7
413833.095	5751105.042
413833.6279	5751136.012
413871.8761	5751135.354
413876.6627	5751413.663
413914.9088	5751413.005
413915.4339	5751443.551
413877.1881	5751444.208
413877.7208	5751475.179
413839.4752	5751475.837
413840.0081	5751506.807
413801.7628	5751507.466
413802.2959	5751538.435
413764.1815	5751539.092
413767.3746	5751724.49
413805.4875	5751723.834
413806.0207	5751754.804
413844.2642	5751754.146
413844.7898	5751784.692
413883.033	5751784.034
413884.0984	5751845.974
413922.3411	5751845.316
413923.4061	5751907.257
413885.1638	5751907.915
413885.6965	5751938.885
413847.4544	5751939.543
413847.9801	5751970.089
413809.7383	5751970.747
413810.2715	5752001.717
413733.919	5752003.033
413734.4527	5752034.004
413657.97	5752035.322
413658.5042	5752066.292
413620.2624	5752066.952
413621.3238	5752128.468
413583.2146	5752129.126
413583.7492	5752160.096
413545.5088	5752160.756
413544.9739	5752129.786
413506.7333	5752130.446
413507.8035	5752192.386
413546.0436	5752191.726
413547.1133	5752253.667
413585.353	5752253.007
413585.8876	5752283.977
413623.9957	5752283.319
413625.0571	5752344.835
413663.2968	5752344.176
413664.8992	5752437.087
413703.1375	5752436.428
413704.198	5752497.944
413742.4358	5752497.285
413742.9695	5752528.256
413781.0764	5752527.599
413782.2739	5752589.537
413820.3803	5752588.881
413820.9136	5752619.852
413859.1504	5752619.194
413865.5245	5752989.565
413827.2904	5752990.223
413829.4234	5753114.105
413791.321	5753114.761
413791.7166	5753145.31
413753.6144	5753145.966
413754.1481	5753176.936
413715.9155	5753177.595
413716.4495	5753208.565
413678.2171	5753209.224
413679.2855	5753271.166
413641.053	5753271.825
413641.5874	5753302.795
413527.0238	5753304.774
413527.5517	5753335.32
413489.2543	5753335.982
413489.7897	5753366.952
413260.664	5753370.918
413261.2008	5753401.889
413184.739	5753403.215
413185.2763	5753434.185
413147.0449	5753434.849
413147.5825	5753465.819
413033.0225	5753467.808
413033.5534	5753498.355
412880.8939	5753501.01
412881.3018	5753531.982
412843.2031	5753532.646
412843.7426	5753563.616
412690.823	5753566.282
412691.3634	5753597.253
412653.2653	5753597.918
412653.8059	5753628.888
412615.576	5753629.555
412616.1168	5753660.525
412577.8878	5753661.193
412578.4215	5753691.739
412502.0954	5753693.073
412502.6369	5753724.043
412426.1139	5753725.382
412426.6559	5753756.353
412388.4277	5753757.023
412388.9699	5753787.993
412312.6445	5753789.33
412313.1873	5753820.3
412236.731	5753821.64
412237.2668	5753852.186
412160.943	5753853.526
412161.4867	5753884.496
412085.0314	5753885.839
412087.7449	5754040.266
412125.9717	5754039.594
412126.5157	5754070.566
412164.7416	5754069.894
412165.2853	5754100.864
412203.5109	5754100.193
412204.0544	5754131.163
412280.3747	5754129.825
412280.9177	5754160.796
412357.3681	5754159.456
412357.9032	5754190.001
412395.9975	5754189.334
412396.5398	5754220.305
412434.7646	5754219.636
412435.3066	5754250.606
412473.5965	5754249.936
412473.8637	5754265.209
412474.1383	5754280.906
412512.3632	5754280.237
412512.9049	5754311.208
412551.1289	5754310.54
412552.2042	5754372.057
412590.2965	5754371.391
412590.8376	5754402.361
412629.0609	5754401.693
412629.6018	5754432.663
412705.9174	5754431.331
412706.4578	5754462.302
412744.6807	5754461.635
412745.2209	5754492.605
412821.6668	5754491.272
412822.1992	5754521.819
412860.4216	5754521.153
412860.9611	5754552.123
412937.2748	5754550.794
412937.8138	5754581.764
412976.0357	5754581.099
412976.5745	5754612.07
413052.8873	5754610.743
413053.4256	5754641.713
413206.1808	5754639.061
413206.7108	5754669.607
413283.1607	5754668.705
413283.6902	5754699.251
413360.0016	5754697.929
413360.538	5754728.899
413475.2663	5754726.913
413475.8021	5754757.884
413590.3331	5754755.904
413590.8681	5754786.875
413629.0884	5754786.214
413629.6232	5754817.185
413705.9327	5754815.867
413706.4597	5754846.414
413782.8994	5754845.096
413783.4332	5754876.066
413821.5222	5754875.409
413822.1864	5754906.377
413860.2752	5754905.721
413860.8086	5754936.692
413937.2469	5754935.377
413937.7798	5754966.347
414014.021	5754965.035
414014.5461	5754995.582
414091.0495	5754994.267
414091.5814	5755025.237
414167.8224	5755023.928
414168.3539	5755054.898
414206.5721	5755054.243
414207.1034	5755085.214
414245.3213	5755084.559
414245.8524	5755115.529
414284.1361	5755114.872
414284.6669	5755145.843
414322.9497	5755145.187
414325.0646	5755268.645
414363.0846	5755267.994
414364.138	5755329.51
414402.3548	5755328.856
414404.4751	5755452.738
414442.6903	5755452.084
414443.2202	5755483.055
414481.3038	5755482.404
414481.8262	5755512.949
414520.0409	5755512.296
414521.0997	5755574.237
414559.3146	5755573.584
414559.8437	5755604.554
414597.9264	5755603.904
414598.4553	5755634.875
414636.6691	5755634.222
414638.2479	5755726.709
414676.4617	5755726.057
414676.9901	5755757.027
414715.2029	5755756.375
414715.7312	5755787.347
414753.8124	5755786.697
414754.4717	5755817.665
414792.5528	5755817.016
414793.0733	5755847.563
414869.4982	5755846.261
414870.0255	5755877.231
414984.5305	5755875.283
414985.0571	5755906.253
415137.7731	5755903.659
415138.2987	5755934.63
415329.2912	5755931.392
415329.8156	5755962.363
415368.0268	5755961.716
415368.5439	5755992.262
415444.8345	5755990.971
415445.3582	5756021.942
415559.9911	5756020.004
415560.5141	5756050.975
415675.015	5756049.042
415675.5374	5756080.014
415751.9579	5756078.725
415752.4797	5756109.696
415790.5592	5756109.054
415791.0808	5756140.024
415829.2906	5756139.381
415829.8048	5756169.928
415868.0144	5756169.284
415868.5356	5756200.255
415906.6143	5756199.614
415907.1352	5756230.584
415945.3443	5756229.942
415945.865	5756260.913
415984.0739	5756260.271
415984.5943	5756291.241
416022.6724	5756290.601
416023.1855	5756321.148
416061.3938	5756320.506
416061.9138	5756351.477
416100.122	5756350.835
416100.6417	5756381.806
416138.8496	5756381.165
416139.3692	5756412.136
416292.1353	5756409.576
416292.6539	5756440.546
416330.8613	5756439.906
416332.4092	5756532.394
416370.4854	5756531.756
416371.0035	5756562.728
416409.21	5756562.089
416410.7566	5756654.576
416448.9624	5756653.937
416449.48	5756684.908
416487.6856	5756684.269
416488.203	5756715.241
416602.6885	5756713.329
416603.2051	5756744.3
416641.4103	5756743.662
416641.9267	5756774.633
416718.2059	5756773.361
416719.2308	5756834.878
416757.4352	5756834.242
416757.951	5756865.213
416796.1552	5756864.577
416796.6707	5756895.548
416834.8753	5756894.912
416834.36	5756863.941
416872.3677	5756863.309
416869.7995	5756708.88
416908.0701	5756708.244
416907.5553	5756677.272
416945.7616	5756676.637
416944.7395	5756615.121
416982.9456	5756614.486
416982.4313	5756583.516
417020.441	5756582.884
417019.927	5756551.914
417058.1335	5756551.28
417057.1058	5756489.338
417095.3788	5756488.703
417094.8722	5756458.157
417133.1447	5756457.522
417132.6314	5756426.552
417247.058	5756424.657
417247.5707	5756455.627
417285.5814	5756454.998
417287.1117	5756547.486
417325.3835	5756546.853
417329.9793	5756824.74
417368.1844	5756824.108
417369.7204	5756917.02
417407.9241	5756916.389
417408.4358	5756947.361
417446.5081	5756946.732
417447.1438	5756977.275
417485.2165	5756976.646
417485.7278	5757007.618
417562.1339	5757006.357
417561.1193	5756944.84
417675.5992	5756942.953
417676.1023	5756973.499
417714.3056	5756972.87
417714.8154	5757003.841
417753.0185	5757003.212
417754.0377	5757065.153
417792.1097	5757064.527
417792.6191	5757095.498
417830.8214	5757094.87
417831.3306	5757125.841
417869.5327	5757125.213
417870.0346	5757155.759
417984.5097	5757153.879
417984.0084	5757123.333
418136.6863	5757120.83
418137.1866	5757151.376
418175.4545	5757150.75
418175.9615	5757181.72
418214.1631	5757181.095
418214.6699	5757212.065
418252.8713	5757211.44
418253.3779	5757242.412
418291.4485	5757241.789
418291.9548	5757272.76
418329.9593	5757272.139
418330.4584	5757302.685
418407.0563	5757301.434
418407.562	5757332.405
418522.0328	5757330.537
418522.5377	5757361.508
418598.8077	5757360.265
418601.323	5757514.694
418563.2545	5757515.315
418566.7804	5757731.686
418528.583	5757732.309
418529.5929	5757794.25
418491.3959	5757794.873
418491.8942	5757825.419
418453.8287	5757826.04
418454.3341	5757857.011
418377.9405	5757858.258
418378.4464	5757889.23
418034.8757	5757894.853
418034.3676	5757863.882
417996.1712	5757864.509
417995.1617	5757802.991
417956.9648	5757803.618
417956.4563	5757772.648
417918.3897	5757773.273
417917.8809	5757742.303
417879.6836	5757742.93
417879.1746	5757711.959
417840.977	5757712.587
417840.4678	5757681.616
417802.27	5757682.244
417801.7605	5757651.274
417763.693	5757651.9
417762.6807	5757590.383
417724.4821	5757591.012
417723.9722	5757560.04
417685.7734	5757560.669
417685.2633	5757529.699
417647.0643	5757530.328
417646.5539	5757499.358
417570.286	5757500.615
417569.7821	5757470.069
417455.183	5757471.96
417454.6715	5757440.99
417416.603	5757441.619
417416.0912	5757410.648
417377.8913	5757411.28
417377.3792	5757380.308
417262.9092	5757382.202
417262.3965	5757351.232
417224.1961	5757351.864
417223.6832	5757320.894
416994.7404	5757324.691
416994.2331	5757294.144
416765.1577	5757297.954
416764.6419	5757266.984
416726.4408	5757267.62
416725.9248	5757236.649
416649.6527	5757237.92
416649.1362	5757206.95
416572.7331	5757208.224
416572.2161	5757177.254
416534.0143	5757177.892
416533.5042	5757147.345
416495.4327	5757147.981
416494.9153	5757117.011
416456.713	5757117.649
416455.6777	5757055.707
416417.4749	5757056.346
416416.4391	5756994.404
416378.2359	5756995.043
416375.1414	5756810.069
416337.0673	5756810.706
416336.0306	5756748.764
416297.8255	5756749.404
416297.3069	5756718.433
416259.1016	5756719.073
416258.5827	5756688.102
416220.3112	5756688.743
416219.7922	5756657.773
416143.5111	5756659.052
416142.9987	5756628.505
416104.7927	5756629.146
416104.2729	5756598.176
416066.0667	5756598.817
416065.5467	5756567.847
416027.3402	5756568.489
416026.8199	5756537.517
415988.7438	5756538.157
415988.2233	5756507.187
415950.0163	5756507.829
415949.5027	5756477.283
415911.2955	5756477.925
415910.7746	5756446.955
415872.6978	5756447.595
415872.1766	5756416.625
415833.9689	5756417.268
415833.4475	5756386.297
415795.2396	5756386.94
415794.1963	5756325
415756.1185	5756325.641
415755.6038	5756295.095
415717.3952	5756295.739
415716.8731	5756264.768
415640.4554	5756266.057
415639.9328	5756235.086
415487.2271	5756237.665
415486.7036	5756206.695
415372.2063	5756208.631
415371.682	5756177.661
415218.9745	5756180.248
415218.4565	5756149.702
415065.6821	5756152.295
415065.156	5756121.324
414950.526	5756123.273
414949.9992	5756092.303
414797.2882	5756094.903
414797.816	5756125.873
414606.8967	5756129.13
414606.3678	5756098.16
414568.2888	5756098.811
414567.7596	5756067.839
414529.5485	5756068.492
414529.0191	5756037.522
414452.729	5756038.827
414452.1991	5756007.857
414375.7766	5756009.165
414375.2535	5755978.618
414222.4743	5755981.237
414221.943	5755950.267
414183.7316	5755950.922
414183.2	5755919.951
414106.9727	5755921.26
414106.4407	5755890.29
414068.1636	5755890.948
414067.1064	5755829.431
414028.8934	5755830.088
414027.8284	5755768.146
414066.0419	5755767.489
414065.5096	5755736.519
414180.0181	5755734.553
414179.4865	5755703.583
414255.913	5755702.271
414254.3271	5755609.784
414216.1132	5755610.439
414215.0506	5755548.499
414176.8362	5755549.154
414175.7804	5755487.638
413908.6026	5755492.23
413909.1285	5755522.775
413870.9138	5755523.434
413871.4473	5755554.405
413833.3634	5755555.061
413833.7665	5755586.033
413795.6829	5755586.69
413796.7507	5755648.631
413758.537	5755649.29
413759.0638	5755679.835
413720.8503	5755680.494
413721.3847	5755711.466
413645.0888	5755712.783
413645.6237	5755743.753
413607.4107	5755744.413
413607.9458	5755775.383
413531.4543	5755776.705
413533.0537	5755869.193
413495.0382	5755869.851
413495.574	5755900.821
413342.6608	5755903.469
413342.1241	5755872.498
413304.0426	5755873.159
413301.9021	5755749.701
413263.6891	5755750.363
413259.936	5755533.994
413221.7214	5755534.657
413219.579	5755411.2
413181.3628	5755411.863
413179.2195	5755288.406
413141.1343	5755289.067
413140.5964	5755258.097
413102.3797	5755258.761
413101.8415	5755227.789
413063.6246	5755228.454
413063.0862	5755197.483
413024.9996	5755198.146
413024.4684	5755167.599
412986.2509	5755168.264
412985.7121	5755137.294
412947.4944	5755137.959
412946.9554	5755106.989
412908.7368	5755107.654
412908.1975	5755076.683
412831.8925	5755078.012
412831.3527	5755047.042
412793.1343	5755047.709
412792.6017	5755017.162
412754.375	5755017.405
412753.8422	5754986.859
412333.7615	5754994.204
412334.297	5755024.75
412181.5607	5755027.854
412182.6408	5755089.37
412220.8589	5755088.699
412222.4896	5755181.61
412260.5757	5755180.942
412261.1116	5755211.489
412299.3294	5755210.818
412299.8725	5755241.788
412376.3064	5755240.449
412376.849	5755271.42
412414.9351	5755270.753
412415.4775	5755301.723
412453.694	5755301.054
412454.2361	5755332.024
412492.321	5755331.357
412495.0232	5755485.785
412456.9395	5755486.451
412457.4816	5755517.423
412419.2668	5755518.092
412419.8018	5755548.637
412381.7178	5755549.304
412382.2604	5755580.275
412305.8318	5755581.615
412306.3749	5755612.585
412191.8632	5755614.595
412192.407	5755645.565
412001.4676	5755648.921
412002.0127	5755679.892
411963.799	5755680.565
411964.3368	5755711.11
411888.0413	5755712.454
411888.5871	5755743.425
411850.3733	5755744.099
411850.9192	5755775.069
411812.7063	5755775.743
411813.7987	5755837.684
411775.7176	5755838.356
411778.4423	5755992.783
411816.5223	5755992.112
411817.0685	5756023.082
411855.2795	5756022.408
411855.818	5756052.954
411894.0295	5756052.281
411894.5752	5756083.251
411970.865	5756081.907
411971.4103	5756112.877
412047.8316	5756111.532
412048.3764	5756142.504
412086.5865	5756141.832
